"날짜","종가","시가","고가","저가","거래량","변동 %"
"1988- 05- 09","376.27","376.27","379.44","375.65","","-0.83%"
"1988- 05- 06","379.42","379.42","380.58","379.24","","-0.02%"
"1988- 05- 05","379.51","379.51","381.64","379.21","","-0.55%"
"1988- 05- 04","381.62","381.62","383.06","381.50","","-0.16%"
"1988- 05- 03","382.23","382.23","382.69","379.73","","0.66%"
"1988- 05- 02","379.74","379.74","379.84","378.71","","0.13%"
"1988- 04- 29","379.23","379.23","379.24","376.99","","0.12%"
"1988- 04- 28","378.77","378.77","379.22","377.91","","0.03%"
"1988- 04- 27","378.67","378.67","378.85","377.81","","0.22%"
"1988- 04- 26","377.84","377.84","377.89","375.27","","0.68%"
"1988- 04- 25","375.27","375.27","375.64","374.05","","0.33%"
"1988- 04- 22","374.04","374.04","374.09","372.97","","0.23%"
"1988- 04- 21","373.20","373.20","375.80","372.75","","-0.28%"
"1988- 04- 20","374.24","374.24","376.86","373.93","","-0.70%"
"1988- 04- 19","376.86","376.86","379.06","375.07","","0.47%"
"1988- 04- 18","375.11","375.11","375.13","372.28","","0.32%"
"1988- 04- 15","373.90","373.90","374.52","369.82","","-0.17%"
"1988- 04- 14","374.52","374.52","383.40","374.48","","-2.32%"
"1988- 04- 13","383.41","383.41","384.26","381.95","","0.01%"
"1988- 04- 12","383.38","383.38","383.50","382.29","","0.22%"
"1988- 04- 11","382.52","382.52","383.19","381.58","","0.18%"
"1988- 04- 08","381.83","381.83","381.92","378.85","","0.78%"
"1988- 04- 07","378.88","378.88","379.76","377.72","","0.30%"
"1988- 04- 06","377.74","377.74","377.74","373.33","","1.16%"
"1988- 04- 05","373.41","373.41","373.41","371.63","","0.41%"
"1988- 04- 04","371.89","371.89","374.62","371.46","","-0.73%"
"1988- 03- 31","374.64","374.64","374.64","370.61","","0.77%"
"1988- 03- 30","371.78","371.78","374.27","371.77","","-0.32%"
"1988- 03- 29","372.96","372.96","373.35","370.41","","0.69%"
"1988- 03- 28","370.42","370.42","372.51","368.70","","-0.57%"
"1988- 03- 25","372.54","372.54","375.98","372.24","","-0.81%"
"1988- 03- 24","375.60","375.60","380.10","374.55","","-1.18%"
"1988- 03- 23","380.09","380.09","380.36","378.96","","0.09%"
"1988- 03- 22","379.76","379.76","379.91","378.58","","0.31%"
"1988- 03- 21","378.57","378.57","381.59","377.65","","-0.79%"
"1988- 03- 18","381.58","381.58","382.61","380.71","","0.23%"
"1988- 03- 17","380.70","380.70","380.75","378.55","","0.57%"
"1988- 03- 16","378.54","378.54","378.57","376.18","","0.52%"
"1988- 03- 15","376.57","376.57","377.12","375.56","","-0.03%"
"1988- 03- 14","376.67","376.67","376.67","375.48","","0.32%"
"1988- 03- 11","375.48","375.48","377.02","373.21","","-0.34%"
"1988- 03- 10","376.76","376.76","381.95","376.66","","-0.93%"
"1988- 03- 09","380.28","380.28","380.73","376.94","","0.89%"
"1988- 03- 08","376.93","376.93","377.57","374.50","","0.64%"
"1988- 03- 07","374.54","374.54","374.63","372.85","","0.32%"
"1988- 03- 04","373.36","373.36","373.39","370.41","","0.36%"
"1988- 03- 03","372.01","372.01","372.68","370.34","","0.44%"
"1988- 03- 02","370.38","370.38","370.62","367.24","","0.83%"
"1988- 03- 01","367.32","367.32","368.01","366.68","","0.10%"
"1988- 02- 29","366.95","366.95","366.99","363.36","","0.98%"
"1988- 02- 26","363.40","363.40","363.70","362.44","","-0.06%"
"1988- 02- 25","363.62","363.62","366.53","363.03","","0.13%"
"1988- 02- 24","363.14","363.14","363.37","360.91","","0.57%"
"1988- 02- 23","361.08","361.08","361.10","359.76","","0.31%"
"1988- 02- 22","359.98","359.98","360.05","357.11","","0.80%"
"1988- 02- 19","357.12","357.12","357.24","355.37","","0.42%"
"1988- 02- 18","355.63","355.63","356.33","354.83","","0.10%"
"1988- 02- 17","355.28","355.28","356.83","354.74","","0.15%"
"1988- 02- 16","354.74","354.74","354.80","352.61","","0.42%"
"1988- 02- 12","353.27","353.27","353.29","351.04","","0.64%"
"1988- 02- 11","351.04","351.04","351.58","349.33","","0.49%"
"1988- 02- 10","349.32","349.32","349.46","344.96","","1.26%"
"1988- 02- 09","344.97","344.97","345.08","343.76","","0.13%"
"1988- 02- 08","344.52","344.52","345.78","343.48","","-0.36%"
"1988- 02- 05","345.75","345.75","346.72","344.66","","0.32%"
"1988- 02- 04","344.66","344.66","345.23","343.52","","0.28%"
"1988- 02- 03","343.71","343.71","347.95","343.71","","-1.00%"
"1988- 02- 02","347.19","347.19","347.19","345.10","","0.29%"
"1988- 02- 01","346.20","346.20","347.64","344.66","","0.45%"
"1988- 01- 29","344.66","344.66","344.69","342.35","","0.67%"
"1988- 01- 28","342.36","342.36","342.47","339.80","","0.75%"
"1988- 01- 27","339.80","339.80","340.78","339.27","","0.17%"
"1988- 01- 26","339.22","339.22","340.60","339.12","","-0.38%"
"1988- 01- 25","340.51","340.51","340.80","337.58","","0.86%"
"1988- 01- 22","337.59","337.59","337.59","334.28","","1.00%"
"1988- 01- 21","334.25","334.25","334.76","332.10","","0.17%"
"1988- 01- 20","333.68","333.68","340.36","333.07","","-1.96%"
"1988- 01- 19","340.36","340.36","341.11","338.86","","-0.05%"
"1988- 01- 18","340.53","340.53","340.59","339.45","","0.11%"
"1988- 01- 15","340.14","340.14","341.53","334.29","","1.77%"
"1988- 01- 14","334.23","334.23","334.91","332.69","","0.47%"
"1988- 01- 13","332.68","332.68","333.55","329.79","","0.21%"
"1988- 01- 12","331.97","331.97","336.88","329.00","","-1.26%"
"1988- 01- 11","336.20","336.20","338.34","332.54","","-0.67%"
"1988- 01- 08","338.47","338.47","350.30","338.43","","-3.20%"
"1988- 01- 07","349.67","349.67","349.69","344.58","","0.85%"
"1988- 01- 06","346.72","346.72","346.82","344.10","","0.77%"
"1988- 01- 05","344.07","344.07","345.82","338.51","","1.65%"
"1988- 01- 04","338.48","338.48","338.56","330.46","","2.42%"
"1987- 12- 31","330.47","330.47","330.47","327.17","","0.23%"
"1987- 12- 30","329.70","329.70","329.77","325.52","","1.28%"
"1987- 12- 29","325.53","325.53","325.67","324.14","","-0.02%"
"1987- 12- 28","325.60","325.60","333.20","324.52","","-2.28%"
"1987- 12- 24","333.19","333.19","333.23","331.31","","0.52%"
"1987- 12- 23","331.48","331.48","331.63","327.31","","1.28%"
"1987- 12- 22","327.30","327.30","328.69","325.41","","-0.42%"
"1987- 12- 21","328.67","328.67","328.68","326.76","","0.54%"
"1987- 12- 18","326.91","326.91","326.95","319.41","","2.32%"
"1987- 12- 17","319.51","319.51","321.46","319.24","","0.08%"
"1987- 12- 16","319.25","319.25","319.35","311.89","","2.10%"
"1987- 12- 15","312.68","312.68","312.68","309.32","","1.07%"
"1987- 12- 14","309.36","309.36","309.51","302.57","","2.24%"
"1987- 12- 11","302.57","302.57","302.57","300.68","","0.59%"
"1987- 12- 10","300.81","300.81","302.68","296.54","","-0.38%"
"1987- 12- 09","301.96","301.96","301.96","301.96","","1.34%"
"1987- 12- 08","297.96","297.96","298.01","294.78","","1.08%"
"1987- 12- 07","294.77","294.77","294.85","292.89","","0.63%"
"1987- 12- 04","292.92","292.92","298.72","291.86","","-1.95%"
"1987- 12- 03","298.75","298.75","305.90","298.60","","-2.12%"
"1987- 12- 02","305.22","305.22","305.56","304.20","","-0.01%"
"1987- 12- 01","305.24","305.24","307.34","304.61","","0.03%"
"1987- 11- 30","305.16","305.16","316.44","301.62","","-3.57%"
"1987- 11- 27","316.47","316.47","317.80","316.34","","-0.41%"
"1987- 11- 25","317.78","317.78","317.78","316.32","","0.35%"
"1987- 11- 24","316.68","316.68","317.45","313.13","","1.13%"
"1987- 11- 23","313.13","313.13","313.14","311.82","","0.20%"
"1987- 11- 20","312.49","312.49","313.92","309.74","","-0.46%"
"1987- 11- 19","313.93","313.93","318.49","313.87","","-1.35%"
"1987- 11- 18","318.22","318.22","318.77","315.84","","0.46%"
"1987- 11- 17","316.75","316.75","322.37","315.92","","-1.74%"
"1987- 11- 16","322.37","322.37","325.72","321.71","","-0.19%"
"1987- 11- 13","322.97","322.97","325.05","322.58","","-0.32%"
"1987- 11- 12","324.00","324.00","324.79","317.84","","1.95%"
"1987- 11- 11","317.80","317.80","319.53","315.18","","0.83%"
"1987- 11- 10","315.19","315.19","320.40","314.64","","-1.64%"
"1987- 11- 09","320.43","320.43","326.36","319.13","","-1.83%"
"1987- 11- 06","326.39","326.39","328.82","326.21","","0.06%"
"1987- 11- 05","326.18","326.18","326.41","320.06","","1.89%"
"1987- 11- 04","320.13","320.13","321.07","316.08","","-0.17%"
"1987- 11- 03","320.66","320.66","328.32","317.62","","-2.34%"
"1987- 11- 02","328.33","328.33","328.49","323.19","","1.56%"
"1987- 10- 30","323.30","323.30","323.35","307.16","","5.29%"
"1987- 10- 29","307.05","307.05","307.20","291.85","","5.20%"
"1987- 10- 28","291.88","291.88","296.25","288.49","","-1.51%"
"1987- 10- 27","296.34","296.34","306.85","296.12","","-0.86%"
"1987- 10- 26","298.91","298.91","328.30","298.86","","-8.99%"
"1987- 10- 23","328.45","328.45","336.06","327.96","","-2.28%"
"1987- 10- 22","336.13","336.13","351.77","335.66","","-4.47%"
"1987- 10- 21","351.86","351.86","351.86","351.86","","7.34%"
"1987- 10- 20","327.79","327.79","359.96","326.57","","-9.00%"
"1987- 10- 19","360.21","360.21","360.21","360.21","","-11.35%"
"1987- 10- 16","406.33","406.33","422.62","406.05","","-3.83%"
"1987- 10- 15","422.51","422.51","428.25","422.37","","-1.35%"
"1987- 10- 14","428.28","428.28","434.83","427.61","","-1.50%"
"1987- 10- 13","434.81","434.81","435.40","432.54","","0.41%"
"1987- 10- 12","433.04","433.04","438.44","431.41","","-1.23%"
"1987- 10- 09","438.43","438.43","441.03","438.23","","-0.36%"
"1987- 10- 08","440.03","440.03","445.54","438.96","","-1.04%"
"1987- 10- 07","444.64","444.64","447.48","443.21","","-0.64%"
"1987- 10- 06","447.51","447.51","453.88","447.48","","-1.35%"
"1987- 10- 05","453.63","453.63","453.67","451.61","","0.45%"
"1987- 10- 02","451.61","451.61","451.62","448.46","","0.70%"
"1987- 10- 01","448.45","448.45","448.49","444.30","","0.94%"
"1987- 09- 30","444.29","444.29","444.29","441.27","","0.55%"
"1987- 09- 29","441.86","441.86","443.10","441.44","","-0.10%"
"1987- 09- 28","442.29","442.29","444.00","441.89","","0.09%"
"1987- 09- 25","441.88","441.88","441.88","440.74","","0.15%"
"1987- 09- 24","441.24","441.24","442.42","440.26","","0.12%"
"1987- 09- 23","440.70","440.70","440.71","437.90","","0.64%"
"1987- 09- 22","437.90","437.90","437.91","433.86","","0.43%"
"1987- 09- 21","436.01","436.01","441.73","435.98","","-1.10%"
"1987- 09- 18","440.86","440.86","441.86","440.57","","0.02%"
"1987- 09- 17","440.75","440.75","441.50","439.75","","-0.02%"
"1987- 09- 16","440.85","440.85","442.56","440.78","","-0.25%"
"1987- 09- 15","441.94","441.94","455.60","441.73","","-0.80%"
"1987- 09- 14","445.49","445.49","447.33","444.86","","-0.15%"
"1987- 09- 11","446.17","446.17","446.20","443.47","","0.61%"
"1987- 09- 10","443.48","443.48","443.52","439.19","","0.98%"
"1987- 09- 09","439.19","439.19","439.28","437.56","","0.36%"
"1987- 09- 08","437.60","437.60","446.46","435.99","","-1.99%"
"1987- 09- 04","446.48","446.48","449.00","446.32","","-0.42%"
"1987- 09- 03","448.36","448.36","450.75","447.17","","-0.13%"
"1987- 09- 02","448.93","448.93","452.50","448.13","","-0.79%"
"1987- 09- 01","452.50","452.50","456.27","452.49","","-0.54%"
"1987- 08- 31","454.97","454.97","454.97","452.17","","0.37%"
"1987- 08- 28","453.29","453.29","455.01","453.02","","-0.33%"
"1987- 08- 27","454.80","454.80","455.76","454.30","","-0.10%"
"1987- 08- 26","455.26","455.26","455.78","454.77","","0.04%"
"1987- 08- 25","455.10","455.10","455.57","453.78","","0.29%"
"1987- 08- 24","453.80","453.80","455.19","453.40","","-0.31%"
"1987- 08- 21","455.20","455.20","455.21","452.73","","0.54%"
"1987- 08- 20","452.75","452.75","452.76","447.96","","1.07%"
"1987- 08- 19","447.95","447.95","447.96","446.06","","0.27%"
"1987- 08- 18","446.76","446.76","452.01","446.12","","-1.08%"
"1987- 08- 17","451.65","451.65","452.08","450.82","","0.01%"
"1987- 08- 14","451.61","451.61","451.61","449.69","","0.01%"
"1987- 08- 13","451.55","451.55","451.80","449.85","","0.52%"
"1987- 08- 12","449.23","449.23","450.29","448.63","","-0.03%"
"1987- 08- 11","449.36","449.36","449.40","446.30","","0.69%"
"1987- 08- 10","446.27","446.27","446.28","443.49","","0.61%"
"1987- 08- 07","443.58","443.58","444.37","440.80","","0.63%"
"1987- 08- 06","440.80","440.80","440.84","436.22","","1.04%"
"1987- 08- 05","436.26","436.26","436.30","432.72","","0.81%"
"1987- 08- 04","432.77","432.77","433.24","431.17","","-0.08%"
"1987- 08- 03","433.13","433.13","435.02","432.96","","-0.41%"
"1987- 07- 31","434.93","434.93","434.94","433.50","","0.31%"
"1987- 07- 30","433.57","433.57","433.72","431.21","","0.55%"
"1987- 07- 29","431.20","431.20","431.22","429.97","","0.29%"
"1987- 07- 28","429.97","429.97","430.02","428.87","","0.26%"
"1987- 07- 27","428.87","428.87","429.31","428.43","","-0.06%"
"1987- 07- 24","429.13","429.13","429.20","427.63","","0.35%"
"1987- 07- 23","427.63","427.63","429.53","426.93","","-0.39%"
"1987- 07- 22","429.30","429.30","429.93","428.47","","-0.02%"
"1987- 07- 21","429.37","429.37","431.78","429.15","","-0.50%"
"1987- 07- 20","431.51","431.51","434.09","431.39","","-0.59%"
"1987- 07- 17","434.08","434.08","434.47","433.23","","0.20%"
"1987- 07- 16","433.21","433.21","433.33","431.23","","0.46%"
"1987- 07- 15","431.21","431.21","432.10","430.04","","0.02%"
"1987- 07- 14","431.14","431.14","431.14","426.53","","1.08%"
"1987- 07- 13","426.53","426.53","426.77","425.13","","0.12%"
"1987- 07- 10","426.00","426.00","426.09","424.99","","0.10%"
"1987- 07- 09","425.58","425.58","426.48","424.93","","0.15%"
"1987- 07- 08","424.93","424.93","425.23","423.73","","0.09%"
"1987- 07- 07","424.55","424.55","425.75","424.23","","-0.13%"
"1987- 07- 06","425.10","425.10","426.91","424.86","","-0.18%"
"1987- 07- 02","425.88","425.88","426.18","424.45","","0.33%"
"1987- 07- 01","424.46","424.46","425.04","424.17","","-0.05%"
"1987- 06- 30","424.67","424.67","426.88","423.43","","-0.42%"
"1987- 06- 29","426.48","426.48","427.10","426.15","","-0.05%"
"1987- 06- 26","426.68","426.68","427.23","425.48","","-0.12%"
"1987- 06- 25","427.20","427.20","428.17","427.00","","-0.01%"
"1987- 06- 24","427.26","427.26","428.53","426.85","","-0.17%"
"1987- 06- 23","427.98","427.98","429.89","427.48","","-0.30%"
"1987- 06- 22","429.25","429.25","429.89","428.91","","0.04%"
"1987- 06- 19","429.08","429.08","429.57","428.50","","0.03%"
"1987- 06- 18","428.97","428.97","429.09","427.41","","0.12%"
"1987- 06- 17","428.44","428.44","428.78","427.52","","0.21%"
"1987- 06- 16","427.53","427.53","427.56","424.90","","0.50%"
"1987- 06- 15","425.39","425.39","426.73","424.75","","0.00%"
"1987- 06- 12","425.38","425.38","425.71","423.36","","0.47%"
"1987- 06- 11","423.37","423.37","423.79","422.40","","0.13%"
"1987- 06- 10","422.81","422.81","424.27","421.64","","0.27%"
"1987- 06- 09","421.67","421.67","421.69","419.42","","0.54%"
"1987- 06- 08","419.41","419.41","419.42","417.31","","0.38%"
"1987- 06- 05","417.82","417.82","418.31","417.22","","0.10%"
"1987- 06- 04","417.41","417.41","417.45","415.81","","0.36%"
"1987- 06- 03","415.90","415.90","416.05","413.60","","0.56%"
"1987- 06- 02","413.60","413.60","415.10","413.53","","-0.34%"
"1987- 06- 01","415.01","415.01","416.77","414.73","","-0.37%"
"1987- 05- 29","416.54","416.54","416.83","414.36","","0.53%"
"1987- 05- 28","414.35","414.35","414.40","412.56","","0.43%"
"1987- 05- 27","412.59","412.59","412.91","411.44","","0.28%"
"1987- 05- 26","411.44","411.44","411.45","407.39","","0.99%"
"1987- 05- 22","407.40","407.40","409.11","407.40","","-0.26%"
"1987- 05- 21","408.47","408.47","408.87","406.57","","0.47%"
"1987- 05- 20","406.57","406.57","408.15","404.52","","-0.39%"
"1987- 05- 19","408.15","408.15","414.17","407.71","","-1.30%"
"1987- 05- 18","413.54","413.54","418.93","412.00","","-1.27%"
"1987- 05- 15","418.88","418.88","422.66","418.81","","-0.89%"
"1987- 05- 14","422.65","422.65","422.99","421.90","","0.18%"
"1987- 05- 13","421.91","421.91","422.01","420.51","","0.33%"
"1987- 05- 12","420.53","420.53","422.18","419.70","","-0.39%"
"1987- 05- 11","422.16","422.16","424.83","422.15","","-0.24%"
"1987- 05- 08","423.17","423.17","424.49","422.49","","0.13%"
"1987- 05- 07","422.63","422.63","423.14","422.33","","0.06%"
"1987- 05- 06","422.38","422.38","423.43","421.74","","-0.01%"
"1987- 05- 05","422.43","422.43","422.52","418.49","","0.95%"
"1987- 05- 04","418.45","418.45","418.75","417.19","","0.00%"
"1987- 05- 01","418.44","418.44","418.93","417.36","","0.15%"
"1987- 04- 30","417.81","417.81","417.88","414.18","","0.87%"
"1987- 04- 29","414.20","414.20","414.80","411.95","","0.55%"
"1987- 04- 28","411.94","411.94","412.46","409.68","","0.55%"
"1987- 04- 27","409.67","409.67","412.66","407.35","","-0.71%"
"1987- 04- 24","412.62","412.62","417.44","412.44","","-1.15%"
"1987- 04- 23","417.43","417.43","418.48","416.22","","-0.17%"
"1987- 04- 22","418.16","418.16","420.14","418.04","","-0.10%"
"1987- 04- 21","418.56","418.56","418.63","414.22","","0.20%"
"1987- 04- 20","417.73","417.73","420.30","417.58","","-0.41%"
"1987- 04- 16","419.46","419.46","420.19","416.33","","0.75%"
"1987- 04- 15","416.32","416.32","416.51","413.21","","0.76%"
"1987- 04- 14","413.20","413.20","423.64","412.45","","-2.48%"
"1987- 04- 13","423.71","423.71","430.90","423.71","","-1.68%"
"1987- 04- 10","430.93","430.93","432.14","430.30","","-0.25%"
"1987- 04- 09","431.99","431.99","435.32","431.10","","-0.67%"
"1987- 04- 08","434.91","434.91","435.41","433.87","","0.21%"
"1987- 04- 07","434.01","434.01","437.92","433.97","","-0.86%"
"1987- 04- 06","437.78","437.78","439.16","436.84","","0.10%"
"1987- 04- 03","437.36","437.36","437.41","432.09","","1.22%"
"1987- 04- 02","432.07","432.07","432.07","428.36","","0.87%"
"1987- 04- 01","428.34","428.34","429.92","424.59","","-0.40%"
"1987- 03- 31","430.05","430.05","430.07","427.06","","0.70%"
"1987- 03- 30","427.07","427.07","436.82","426.91","","-2.24%"
"1987- 03- 27","436.85","436.85","439.66","436.64","","-0.42%"
"1987- 03- 26","438.71","438.71","439.26","437.48","","0.28%"
"1987- 03- 25","437.48","437.48","438.18","436.38","","-0.15%"
"1987- 03- 24","438.13","438.13","438.32","436.40","","0.02%"
"1987- 03- 23","438.04","438.04","439.99","437.71","","-0.36%"
"1987- 03- 20","439.64","439.64","439.99","437.03","","0.60%"
"1987- 03- 19","437.00","437.00","437.12","435.07","","0.42%"
"1987- 03- 18","435.16","435.16","437.27","434.51","","0.09%"
"1987- 03- 17","434.78","434.78","434.81","430.85","","0.91%"
"1987- 03- 16","430.86","430.86","432.12","430.01","","-0.26%"
"1987- 03- 13","431.97","431.97","433.49","431.69","","-0.12%"
"1987- 03- 12","432.48","432.48","432.64","430.99","","0.24%"
"1987- 03- 11","431.43","431.43","431.92","429.53","","0.48%"
"1987- 03- 10","429.39","429.39","429.39","426.49","","0.61%"
"1987- 03- 09","426.79","426.79","429.47","425.89","","-0.62%"
"1987- 03- 06","429.45","429.45","429.55","428.20","","0.10%"
"1987- 03- 05","429.00","429.00","429.80","426.77","","0.53%"
"1987- 03- 04","426.74","426.74","426.83","423.53","","0.75%"
"1987- 03- 03","423.56","423.56","423.99","422.92","","-0.08%"
"1987- 03- 02","423.91","423.91","426.37","423.79","","-0.25%"
"1987- 02- 27","424.97","424.97","424.97","422.76","","0.48%"
"1987- 02- 26","422.93","422.93","423.25","420.73","","0.46%"
"1987- 02- 25","421.01","421.01","421.05","417.41","","0.87%"
"1987- 02- 24","417.39","417.39","417.55","414.90","","0.52%"
"1987- 02- 23","415.22","415.22","417.31","413.12","","-0.48%"
"1987- 02- 20","417.24","417.24","417.32","416.12","","0.05%"
"1987- 02- 19","417.03","417.03","417.36","415.73","","-0.01%"
"1987- 02- 18","417.09","417.09","420.12","416.17","","-0.26%"
"1987- 02- 17","418.18","418.18","418.20","412.46","","1.38%"
"1987- 02- 13","412.48","412.48","412.59","408.93","","0.81%"
"1987- 02- 12","409.18","409.18","410.17","408.27","","0.23%"
"1987- 02- 11","408.25","408.25","408.31","403.50","","1.18%"
"1987- 02- 10","403.50","403.50","405.97","402.55","","-0.56%"
"1987- 02- 09","405.78","405.78","406.97","405.31","","-0.28%"
"1987- 02- 06","406.91","406.91","407.29","405.68","","0.30%"
"1987- 02- 05","405.70","405.70","406.27","403.13","","0.64%"
"1987- 02- 04","403.12","403.12","403.24","399.29","","0.94%"
"1987- 02- 03","399.38","399.38","399.44","397.19","","0.55%"
"1987- 02- 02","397.18","397.18","397.19","392.04","","1.31%"
"1987- 01- 30","392.06","392.06","392.07","389.83","","0.28%"
"1987- 01- 29","390.98","390.98","393.33","390.47","","-0.27%"
"1987- 01- 28","392.04","392.04","392.11","390.74","","0.33%"
"1987- 01- 27","390.75","390.75","391.10","387.87","","0.71%"
"1987- 01- 26","387.98","387.98","392.18","387.61","","-1.07%"
"1987- 01- 23","392.19","392.19","396.22","392.01","","-0.25%"
"1987- 01- 22","393.17","393.17","393.20","388.64","","0.93%"
"1987- 01- 21","389.55","389.55","402.33","389.24","","-0.64%"
"1987- 01- 20","392.06","392.06","394.56","391.74","","-0.14%"
"1987- 01- 19","392.59","392.59","392.59","388.42","","0.70%"
"1987- 01- 16","389.87","389.87","392.65","388.98","","-0.69%"
"1987- 01- 15","392.57","392.57","393.57","389.94","","0.67%"
"1987- 01- 14","389.95","389.95","389.96","386.37","","0.92%"
"1987- 01- 13","386.40","386.40","386.59","384.86","","0.24%"
"1987- 01- 12","385.46","385.46","385.49","380.67","","1.26%"
"1987- 01- 09","380.65","380.65","380.82","377.52","","0.82%"
"1987- 01- 08","377.54","377.54","377.58","372.51","","1.36%"
"1987- 01- 07","372.49","372.49","372.54","365.98","","1.77%"
"1987- 01- 06","366.02","366.02","366.04","361.22","","1.34%"
"1987- 01- 05","361.19","361.19","361.26","353.27","","2.24%"
"1987- 01- 02","353.26","353.26","353.26","348.81","","1.27%"
"1986- 12- 31","348.83","348.83","348.84","347.21","","0.43%"
"1986- 12- 30","347.32","347.32","348.07","347.00","","-0.20%"
"1986- 12- 29","348.03","348.03","350.14","347.82","","-0.57%"
"1986- 12- 26","350.01","350.01","350.03","349.51","","0.11%"
"1986- 12- 24","349.62","349.62","349.63","348.31","","0.25%"
"1986- 12- 23","348.76","348.76","351.59","348.25","","-0.72%"
"1986- 12- 22","351.30","351.30","352.22","350.41","","-0.27%"
"1986- 12- 19","352.24","352.24","352.30","351.00","","0.24%"
"1986- 12- 18","351.38","351.38","352.19","351.14","","-0.26%"
"1986- 12- 17","352.29","352.29","353.88","352.01","","-0.42%"
"1986- 12- 16","353.77","353.77","354.13","352.75","","0.13%"
"1986- 12- 15","353.32","353.32","355.91","352.47","","-0.73%"
"1986- 12- 12","355.93","355.93","357.72","355.59","","-0.50%"
"1986- 12- 11","357.73","357.73","359.35","357.08","","-0.37%"
"1986- 12- 10","359.05","359.05","359.14","358.23","","0.01%"
"1986- 12- 09","359.03","359.03","361.05","358.89","","-0.55%"
"1986- 12- 08","361.01","361.01","362.97","360.19","","-0.54%"
"1986- 12- 05","362.96","362.96","364.65","362.61","","-0.30%"
"1986- 12- 04","364.07","364.07","364.45","363.05","","0.28%"
"1986- 12- 03","363.04","363.04","363.37","360.70","","0.65%"
"1986- 12- 02","360.71","360.71","360.74","357.88","","0.79%"
"1986- 12- 01","357.87","357.87","359.56","356.80","","-0.47%"
"1986- 11- 28","359.57","359.57","359.60","358.14","","0.40%"
"1986- 11- 26","358.15","358.15","358.16","356.89","","0.34%"
"1986- 11- 25","356.95","356.95","356.95","355.97","","0.24%"
"1986- 11- 24","356.10","356.10","356.57","354.59","","0.41%"
"1986- 11- 21","354.65","354.65","354.67","352.19","","0.70%"
"1986- 11- 20","352.19","352.19","352.23","349.80","","0.68%"
"1986- 11- 19","349.80","349.80","352.61","349.09","","-0.80%"
"1986- 11- 18","352.62","352.62","357.25","352.48","","-1.25%"
"1986- 11- 17","357.07","357.07","358.71","356.87","","-0.42%"
"1986- 11- 14","358.59","358.59","358.60","357.54","","0.16%"
"1986- 11- 13","358.00","358.00","361.20","358.00","","-0.88%"
"1986- 11- 12","361.19","361.19","362.04","360.68","","-0.03%"
"1986- 11- 11","361.31","361.31","361.43","359.96","","0.37%"
"1986- 11- 10","359.98","359.98","361.08","359.25","","-0.28%"
"1986- 11- 07","360.99","360.99","361.24","360.17","","-0.07%"
"1986- 11- 06","361.23","361.23","362.25","360.63","","-0.23%"
"1986- 11- 05","362.08","362.08","362.48","361.41","","0.05%"
"1986- 11- 04","361.89","361.89","361.95","360.61","","0.21%"
"1986- 11- 03","361.14","361.14","361.15","360.61","","0.10%"
"1986- 10- 31","360.77","360.77","361.60","360.02","","-0.08%"
"1986- 10- 30","361.05","361.05","361.17","358.45","","0.73%"
"1986- 10- 29","358.45","358.45","358.49","356.94","","0.35%"
"1986- 10- 28","357.20","357.20","357.78","356.54","","0.17%"
"1986- 10- 27","356.58","356.58","356.93","355.73","","-0.03%"
"1986- 10- 24","356.68","356.68","356.86","356.19","","0.13%"
"1986- 10- 23","356.20","356.20","356.20","353.90","","0.64%"
"1986- 10- 22","353.92","353.92","353.97","353.08","","0.23%"
"1986- 10- 21","353.10","353.10","353.84","352.43","","-0.12%"
"1986- 10- 20","353.51","353.51","355.75","353.11","","-0.62%"
"1986- 10- 17","355.72","355.72","356.57","355.28","","-0.14%"
"1986- 10- 16","356.23","356.23","356.23","356.23","","0.16%"
"1986- 10- 15","355.65","355.65","355.66","353.73","","0.53%"
"1986- 10- 14","353.77","353.77","354.55","353.52","","-0.08%"
"1986- 10- 13","354.05","354.05","354.06","353.12","","0.15%"
"1986- 10- 10","353.53","353.53","353.68","352.61","","0.13%"
"1986- 10- 09","353.06","353.06","353.89","352.78","","0.05%"
"1986- 10- 08","352.90","352.90","352.94","351.40","","0.15%"
"1986- 10- 07","352.38","352.38","353.66","352.14","","-0.23%"
"1986- 10- 06","353.20","353.20","353.24","352.59","","0.13%"
"1986- 10- 03","352.75","352.75","354.03","352.15","","0.05%"
"1986- 10- 02","352.59","352.59","352.67","351.64","","0.07%"
"1986- 10- 01","352.34","352.34","352.94","351.22","","0.48%"
"1986- 09- 30","350.67","350.67","350.71","347.82","","0.80%"
"1986- 09- 29","347.87","347.87","351.59","347.08","","-1.06%"
"1986- 09- 26","351.61","351.61","351.85","350.23","","0.03%"
"1986- 09- 25","351.49","351.49","354.80","350.26","","-0.53%"
"1986- 09- 24","353.37","353.37","353.77","352.50","","0.00%"
"1986- 09- 23","353.37","353.37","353.77","352.50","","0.23%"
"1986- 09- 22","352.55","352.55","352.55","349.44","","0.89%"
"1986- 09- 19","349.43","349.43","349.49","347.83","","0.24%"
"1986- 09- 18","348.60","348.60","349.29","346.87","","0.49%"
"1986- 09- 17","346.90","346.90","347.44","343.67","","0.94%"
"1986- 09- 16","343.67","343.67","345.87","342.28","","-0.63%"
"1986- 09- 15","345.86","345.86","347.65","345.15","","-0.27%"
