"날짜","종가","시가","고가","저가","거래량","변동 %"
"1989- 06- 29","437.91","437.91","444.91","437.46","","-1.57%"
"1989- 06- 28","444.90","444.90","448.53","444.00","","-0.81%"
"1989- 06- 27","448.55","448.55","449.25","447.30","","0.28%"
"1989- 06- 26","447.29","447.29","449.06","447.17","","-0.16%"
"1989- 06- 23","448.02","448.02","448.40","445.34","","0.60%"
"1989- 06- 22","445.33","445.33","445.37","443.51","","0.33%"
"1989- 06- 21","443.86","443.86","445.25","443.66","","-0.16%"
"1989- 06- 20","444.58","444.58","446.88","444.48","","-0.34%"
"1989- 06- 19","446.09","446.09","447.40","444.86","","-0.25%"
"1989- 06- 16","447.21","447.21","447.21","445.19","","0.02%"
"1989- 06- 15","447.10","447.10","450.66","446.28","","-0.79%"
"1989- 06- 14","450.64","450.64","451.61","449.82","","-0.02%"
"1989- 06- 13","450.73","450.73","453.39","449.43","","-0.59%"
"1989- 06- 12","453.39","453.39","453.67","451.45","","-0.06%"
"1989- 06- 09","453.65","453.65","453.99","452.28","","-0.07%"
"1989- 06- 08","453.99","453.99","454.59","453.22","","0.17%"
"1989- 06- 07","453.20","453.20","453.37","447.98","","1.17%"
"1989- 06- 06","447.96","447.96","448.82","446.49","","0.03%"
"1989- 06- 05","447.84","447.84","452.09","447.69","","-0.84%"
"1989- 06- 02","451.63","451.63","451.77","448.10","","0.74%"
"1989- 06- 01","448.32","448.32","448.33","446.03","","0.48%"
"1989- 05- 31","446.17","446.17","446.25","443.82","","0.44%"
"1989- 05- 30","444.21","444.21","446.20","443.10","","-0.22%"
"1989- 05- 26","445.21","445.21","445.22","442.77","","0.52%"
"1989- 05- 25","442.89","442.89","443.48","441.45","","0.32%"
"1989- 05- 24","441.49","441.49","441.56","439.25","","0.30%"
"1989- 05- 23","440.15","440.15","441.79","440.07","","-0.37%"
"1989- 05- 22","441.78","441.78","443.25","440.92","","-0.06%"
"1989- 05- 19","442.05","442.05","442.27","439.80","","0.51%"
"1989- 05- 18","439.81","439.81","439.86","438.29","","0.29%"
"1989- 05- 17","438.52","438.52","438.89","435.67","","0.66%"
"1989- 05- 16","435.66","435.66","436.33","434.55","","-0.13%"
"1989- 05- 15","436.21","436.21","436.43","434.79","","0.32%"
"1989- 05- 12","434.83","434.83","434.86","430.66","","0.98%"
"1989- 05- 11","430.63","430.63","430.93","429.55","","0.23%"
"1989- 05- 10","429.64","429.64","429.77","428.45","","0.16%"
"1989- 05- 09","428.97","428.97","430.28","427.76","","-0.08%"
"1989- 05- 08","429.32","429.32","430.85","428.14","","-0.33%"
"1989- 05- 05","430.74","430.74","432.26","429.25","","0.35%"
"1989- 05- 04","429.23","429.23","430.14","428.70","","0.09%"
"1989- 05- 03","428.84","428.84","429.07","427.96","","0.19%"
"1989- 05- 02","428.03","428.03","428.74","427.39","","0.13%"
"1989- 05- 01","427.47","427.47","427.56","425.68","","-0.02%"
"1989- 04- 28","427.55","427.55","427.59","425.54","","0.32%"
"1989- 04- 27","426.18","426.18","426.37","423.32","","0.66%"
"1989- 04- 26","423.38","423.38","423.47","422.46","","0.16%"
"1989- 04- 25","422.71","422.71","424.03","421.88","","-0.11%"
"1989- 04- 24","423.18","423.18","423.76","422.59","","-0.14%"
"1989- 04- 21","423.76","423.76","423.84","421.49","","0.53%"
"1989- 04- 20","421.51","421.51","422.28","419.57","","-0.09%"
"1989- 04- 19","421.91","421.91","422.41","420.58","","0.28%"
"1989- 04- 18","420.72","420.72","420.81","417.76","","0.71%"
"1989- 04- 17","417.76","417.76","418.24","417.24","","0.02%"
"1989- 04- 14","417.68","417.68","417.71","413.87","","0.92%"
"1989- 04- 13","413.86","413.86","415.98","413.31","","-0.44%"
"1989- 04- 12","415.68","415.68","416.19","413.55","","0.52%"
"1989- 04- 11","413.54","413.54","413.75","411.14","","0.58%"
"1989- 04- 10","411.14","411.14","411.38","410.35","","0.10%"
"1989- 04- 07","410.71","410.71","410.78","408.05","","0.61%"
"1989- 04- 06","408.20","408.20","408.37","406.99","","-0.02%"
"1989- 04- 05","408.30","408.30","408.33","406.99","","0.28%"
"1989- 04- 04","407.18","407.18","407.70","406.48","","-0.12%"
"1989- 04- 03","407.65","407.65","408.45","406.66","","0.23%"
"1989- 03- 31","406.73","406.73","406.81","404.56","","0.54%"
"1989- 03- 30","404.56","404.56","404.57","402.50","","0.21%"
"1989- 03- 29","403.70","403.70","403.71","402.27","","0.27%"
"1989- 03- 28","402.60","402.60","402.95","400.58","","0.51%"
"1989- 03- 27","400.56","400.56","401.00","400.04","","-0.09%"
"1989- 03- 23","400.94","400.94","401.43","400.07","","0.09%"
"1989- 03- 22","400.57","400.57","401.77","399.66","","-0.30%"
"1989- 03- 21","401.77","401.77","401.82","398.51","","0.82%"
"1989- 03- 20","398.50","398.50","402.16","397.68","","-0.92%"
"1989- 03- 17","402.19","402.19","409.47","401.95","","-1.79%"
"1989- 03- 16","409.51","409.51","409.86","406.93","","0.62%"
"1989- 03- 15","406.98","406.98","407.55","406.01","","0.24%"
"1989- 03- 14","406.01","406.01","407.20","405.66","","-0.14%"
"1989- 03- 13","406.56","406.56","407.02","405.71","","0.16%"
"1989- 03- 10","405.90","405.90","405.94","404.19","","0.06%"
"1989- 03- 09","405.67","405.67","406.62","405.45","","-0.18%"
"1989- 03- 08","406.40","406.40","407.38","405.64","","0.05%"
"1989- 03- 07","406.18","406.18","406.59","404.84","","-0.02%"
"1989- 03- 06","406.26","406.26","406.30","403.99","","0.56%"
"1989- 03- 03","403.99","403.99","404.00","402.43","","0.36%"
"1989- 03- 02","402.53","402.53","402.59","399.78","","0.68%"
"1989- 03- 01","399.80","399.80","401.49","399.41","","0.02%"
"1989- 02- 28","399.71","399.71","400.40","398.82","","0.19%"
"1989- 02- 27","398.94","398.94","399.99","398.13","","-0.26%"
"1989- 02- 24","399.96","399.96","403.18","399.65","","-0.77%"
"1989- 02- 23","403.07","403.07","403.15","400.82","","0.14%"
"1989- 02- 22","402.49","402.49","406.43","401.34","","-0.96%"
"1989- 02- 21","406.38","406.38","407.58","405.79","","-0.20%"
"1989- 02- 17","407.19","407.19","407.85","405.50","","0.37%"
"1989- 02- 16","405.70","405.70","405.95","404.08","","0.38%"
"1989- 02- 15","404.17","404.17","404.19","401.88","","0.53%"
"1989- 02- 14","402.02","402.02","402.97","401.26","","0.19%"
"1989- 02- 13","401.27","401.27","402.36","400.22","","-0.27%"
"1989- 02- 10","402.37","402.37","406.38","402.08","","-0.99%"
"1989- 02- 09","406.39","406.39","408.28","405.89","","-0.39%"
"1989- 02- 08","407.97","407.97","410.09","407.68","","-0.30%"
"1989- 02- 07","409.19","409.19","409.77","405.83","","0.79%"
"1989- 02- 06","406.00","406.00","406.64","404.86","","-0.09%"
"1989- 02- 03","406.35","406.35","406.39","404.55","","0.29%"
"1989- 02- 02","405.16","405.16","406.19","403.23","","0.48%"
"1989- 02- 01","403.23","403.23","403.30","401.30","","0.48%"
"1989- 01- 31","401.30","401.30","401.41","398.51","","0.52%"
"1989- 01- 30","399.22","399.22","399.23","397.92","","0.32%"
"1989- 01- 27","397.96","397.96","398.93","396.17","","0.22%"
"1989- 01- 26","397.09","397.09","397.10","393.38","","0.78%"
"1989- 01- 25","394.03","394.03","394.05","392.00","","0.52%"
"1989- 01- 24","391.99","391.99","392.15","389.76","","0.51%"
"1989- 01- 23","389.99","389.99","392.15","389.88","","-0.43%"
"1989- 01- 20","391.66","391.66","392.08","390.84","","0.15%"
"1989- 01- 19","391.08","391.08","391.93","388.89","","0.57%"
"1989- 01- 18","388.88","388.88","389.01","385.42","","0.73%"
"1989- 01- 17","386.05","386.05","387.37","385.71","","-0.34%"
"1989- 01- 16","387.36","387.36","388.08","386.71","","0.07%"
"1989- 01- 13","387.09","387.09","387.37","386.50","","0.02%"
"1989- 01- 12","387.01","387.01","387.51","385.30","","0.44%"
"1989- 01- 11","385.31","385.31","385.42","383.93","","0.19%"
"1989- 01- 10","384.59","384.59","385.60","383.95","","-0.18%"
"1989- 01- 09","385.28","385.28","385.79","384.55","","0.14%"
"1989- 01- 06","384.76","384.76","384.84","383.75","","0.25%"
"1989- 01- 05","383.79","383.79","384.91","382.74","","0.27%"
"1989- 01- 04","382.76","382.76","382.94","378.56","","1.11%"
"1989- 01- 03","378.56","378.56","381.42","376.87","","-0.74%"
"1988- 12- 30","381.38","381.38","381.38","378.92","","0.61%"
"1988- 12- 29","379.05","379.05","379.13","376.71","","0.61%"
"1988- 12- 28","376.76","376.76","376.78","375.60","","0.03%"
"1988- 12- 27","376.64","376.64","377.77","376.39","","-0.19%"
"1988- 12- 23","377.34","377.34","377.44","376.38","","0.22%"
"1988- 12- 22","376.50","376.50","376.77","375.10","","0.24%"
"1988- 12- 21","375.60","375.60","376.27","374.93","","-0.12%"
"1988- 12- 20","376.05","376.05","377.54","375.96","","-0.09%"
"1988- 12- 19","376.39","376.39","376.47","375.50","","0.16%"
"1988- 12- 16","375.80","375.80","375.81","372.89","","0.75%"
"1988- 12- 15","373.01","373.01","373.52","372.51","","0.06%"
"1988- 12- 14","372.77","372.77","373.57","372.47","","-0.06%"
"1988- 12- 13","372.98","372.98","374.19","372.51","","-0.33%"
"1988- 12- 12","374.20","374.20","375.62","374.00","","-0.27%"
"1988- 12- 09","375.20","375.20","375.63","374.82","","-0.01%"
"1988- 12- 08","375.22","375.22","376.40","374.94","","-0.30%"
"1988- 12- 07","376.36","376.36","377.23","376.12","","-0.17%"
"1988- 12- 06","377.00","377.00","377.02","374.74","","0.42%"
"1988- 12- 05","375.41","375.41","376.10","373.89","","0.40%"
"1988- 12- 02","373.91","373.91","374.44","372.48","","0.01%"
"1988- 12- 01","373.87","373.87","373.98","371.16","","0.65%"
"1988- 11- 30","371.45","371.45","371.49","368.10","","0.90%"
"1988- 11- 29","368.15","368.15","368.17","365.87","","0.56%"
"1988- 11- 28","366.09","366.09","366.74","364.84","","-0.08%"
"1988- 11- 25","366.38","366.38","367.76","365.74","","-0.38%"
"1988- 11- 23","367.76","367.76","367.86","365.35","","0.66%"
"1988- 11- 22","365.36","365.36","365.43","364.03","","0.08%"
"1988- 11- 21","365.07","365.07","367.60","364.06","","-0.68%"
"1988- 11- 18","367.58","367.58","367.89","366.71","","0.04%"
"1988- 11- 17","367.43","367.43","368.79","366.89","","-0.10%"
"1988- 11- 16","367.79","367.79","372.34","367.63","","-1.17%"
"1988- 11- 15","372.13","372.13","373.57","371.49","","-0.06%"
"1988- 11- 14","372.37","372.37","373.97","371.64","","-0.37%"
"1988- 11- 11","373.76","373.76","378.41","373.56","","-1.23%"
"1988- 11- 10","378.40","378.40","378.50","377.39","","0.17%"
"1988- 11- 09","377.74","377.74","378.84","376.93","","-0.29%"
"1988- 11- 08","378.84","378.84","379.14","376.50","","0.62%"
"1988- 11- 07","376.51","376.51","381.09","376.27","","-1.18%"
"1988- 11- 04","381.02","381.02","382.77","380.74","","-0.46%"
"1988- 11- 03","382.77","382.77","383.07","381.55","","0.26%"
"1988- 11- 02","381.78","381.78","382.41","380.82","","-0.15%"
"1988- 11- 01","382.35","382.35","382.98","381.64","","-0.03%"
"1988- 10- 31","382.46","382.46","382.88","381.21","","-0.09%"
"1988- 10- 28","382.79","382.79","382.87","381.77","","0.27%"
"1988- 10- 27","381.77","381.77","385.19","380.66","","-0.89%"
"1988- 10- 26","385.19","385.19","386.21","384.34","","-0.24%"
"1988- 10- 25","386.12","386.12","387.35","385.67","","-0.29%"
"1988- 10- 24","387.23","387.23","388.93","387.12","","-0.35%"
"1988- 10- 21","388.59","388.59","388.63","387.65","","-0.01%"
"1988- 10- 20","388.62","388.62","388.64","385.72","","0.74%"
"1988- 10- 19","385.76","385.76","388.21","385.35","","-0.13%"
"1988- 10- 18","386.25","386.25","386.28","384.49","","0.32%"
"1988- 10- 17","385.01","385.01","385.25","384.38","","0.11%"
"1988- 10- 14","384.59","384.59","385.34","383.45","","0.29%"
"1988- 10- 13","383.46","383.46","383.68","381.81","","0.24%"
"1988- 10- 12","382.55","382.55","385.28","381.76","","-0.71%"
"1988- 10- 11","385.28","385.28","385.95","384.01","","-0.05%"
"1988- 10- 10","385.49","385.49","386.34","384.44","","-0.05%"
"1988- 10- 07","385.67","385.67","385.72","384.05","","0.14%"
"1988- 10- 06","385.15","385.15","385.35","384.02","","0.16%"
"1988- 10- 05","384.52","384.52","384.62","383.11","","0.08%"
"1988- 10- 04","384.20","384.20","385.05","383.85","","-0.07%"
"1988- 10- 03","384.48","384.48","387.70","383.44","","-0.83%"
"1988- 09- 30","387.71","387.71","388.37","386.05","","0.43%"
"1988- 09- 29","386.05","386.05","386.11","383.27","","0.74%"
"1988- 09- 28","383.23","383.23","383.36","381.96","","0.26%"
"1988- 09- 27","382.22","382.22","382.92","382.05","","-0.14%"
"1988- 09- 26","382.75","382.75","385.11","382.58","","-0.58%"
"1988- 09- 23","384.97","384.97","385.15","383.95","","0.03%"
"1988- 09- 22","384.86","384.86","385.56","384.11","","-0.01%"
"1988- 09- 21","384.91","384.91","384.97","384.00","","0.21%"
"1988- 09- 20","384.10","384.10","384.12","382.96","","0.17%"
"1988- 09- 19","383.44","383.44","384.01","381.53","","-0.12%"
"1988- 09- 16","383.91","383.91","383.98","382.38","","0.32%"
"1988- 09- 15","382.70","382.70","383.99","382.62","","-0.30%"
"1988- 09- 14","383.85","383.85","384.52","382.38","","0.38%"
"1988- 09- 13","382.38","382.38","382.42","380.96","","0.08%"
"1988- 09- 12","382.07","382.07","382.93","381.60","","0.12%"
"1988- 09- 09","381.60","381.60","381.83","378.45","","0.49%"
"1988- 09- 08","379.73","379.73","379.73","376.95","","0.47%"
"1988- 09- 07","377.96","377.96","378.28","376.92","","0.17%"
"1988- 09- 06","377.33","377.33","377.56","376.28","","0.22%"
"1988- 09- 02","376.51","376.51","376.67","372.95","","0.95%"
"1988- 09- 01","372.96","372.96","376.55","372.15","","-0.95%"
"1988- 08- 31","376.55","376.55","377.46","375.41","","0.02%"
"1988- 08- 30","376.49","376.49","376.59","375.72","","0.07%"
"1988- 08- 29","376.21","376.21","376.38","374.43","","0.48%"
"1988- 08- 26","374.43","374.43","374.57","373.94","","0.10%"
"1988- 08- 25","374.04","374.04","376.02","373.14","","-0.53%"
"1988- 08- 24","376.03","376.03","376.15","373.23","","0.67%"
"1988- 08- 23","373.53","373.53","373.91","372.59","","-0.05%"
"1988- 08- 22","373.73","373.73","377.54","373.46","","-0.98%"
"1988- 08- 19","377.42","377.42","378.09","376.80","","0.05%"
"1988- 08- 18","377.22","377.22","377.79","376.17","","0.27%"
"1988- 08- 17","376.22","376.22","377.08","375.14","","0.15%"
"1988- 08- 16","375.66","375.66","376.15","372.20","","0.43%"
"1988- 08- 15","374.07","374.07","378.95","373.88","","-1.29%"
"1988- 08- 12","378.95","378.95","379.20","378.31","","-0.04%"
"1988- 08- 11","379.11","379.11","379.49","378.08","","0.16%"
"1988- 08- 10","378.51","378.51","384.27","378.51","","-1.49%"
"1988- 08- 09","384.23","384.23","387.89","383.28","","-0.88%"
"1988- 08- 08","387.66","387.66","388.54","387.59","","-0.01%"
"1988- 08- 05","387.71","387.71","388.89","387.42","","-0.30%"
"1988- 08- 04","388.86","388.86","389.50","388.38","","0.09%"
"1988- 08- 03","388.52","388.52","388.52","387.17","","0.19%"
"1988- 08- 02","387.80","387.80","388.76","386.78","","-0.07%"
"1988- 08- 01","388.08","388.08","388.54","387.27","","0.19%"
"1988- 07- 29","387.33","387.33","387.34","384.08","","0.85%"
"1988- 07- 28","384.08","384.08","384.11","382.13","","0.20%"
"1988- 07- 27","383.32","383.32","386.29","383.10","","-0.64%"
"1988- 07- 26","385.79","385.79","387.12","385.51","","-0.34%"
"1988- 07- 25","387.12","387.12","387.36","386.28","","-0.06%"
"1988- 07- 22","387.35","387.35","388.87","386.22","","-0.39%"
"1988- 07- 21","388.86","388.86","391.63","388.73","","-0.71%"
"1988- 07- 20","391.63","391.63","392.00","390.65","","0.09%"
"1988- 07- 19","391.28","391.28","394.78","390.73","","-0.88%"
"1988- 07- 18","394.77","394.77","395.18","393.50","","0.05%"
"1988- 07- 15","394.59","394.59","395.02","393.81","","-0.02%"
"1988- 07- 14","394.67","394.67","394.69","393.27","","0.28%"
"1988- 07- 13","393.56","393.56","393.56","393.56","","0.01%"
"1988- 07- 12","393.52","393.52","394.65","392.01","","-0.16%"
"1988- 07- 11","394.15","394.15","394.83","393.88","","-0.05%"
"1988- 07- 08","394.33","394.33","395.43","393.91","","-0.28%"
"1988- 07- 07","395.43","395.43","395.59","393.70","","-0.01%"
"1988- 07- 06","395.45","395.45","397.54","395.14","","-0.17%"
"1988- 07- 05","396.11","396.11","396.14","393.71","","0.36%"
"1988- 07- 01","394.69","394.69","395.05","394.00","","0.01%"
"1988- 06- 30","394.66","394.66","394.77","391.64","","0.77%"
"1988- 06- 29","391.66","391.66","392.89","390.84","","0.00%"
"1988- 06- 28","391.67","391.67","391.73","388.51","","0.69%"
"1988- 06- 27","389.00","389.00","391.62","388.92","","-0.67%"
"1988- 06- 24","391.62","391.62","391.75","390.64","","0.15%"
"1988- 06- 23","391.03","391.03","391.10","390.32","","0.13%"
"1988- 06- 22","390.53","390.53","390.60","387.75","","0.72%"
"1988- 06- 21","387.75","387.75","387.75","385.86","","0.46%"
"1988- 06- 20","385.99","385.99","386.98","384.98","","-0.24%"
"1988- 06- 17","386.92","386.92","387.93","386.53","","-0.05%"
"1988- 06- 16","387.10","387.10","389.08","386.51","","-0.51%"
"1988- 06- 15","389.08","389.08","389.10","387.42","","0.14%"
"1988- 06- 14","388.53","388.53","389.74","386.80","","0.44%"
"1988- 06- 13","386.81","386.81","386.93","385.64","","0.14%"
"1988- 06- 10","386.25","386.25","386.75","384.41","","0.43%"
"1988- 06- 09","384.60","384.60","384.68","382.86","","0.31%"
"1988- 06- 08","383.41","383.41","383.43","379.31","","1.08%"
"1988- 06- 07","379.32","379.32","380.44","378.79","","-0.01%"
"1988- 06- 06","379.34","379.34","379.38","376.82","","0.66%"
"1988- 06- 03","376.86","376.86","377.06","374.65","","0.59%"
"1988- 06- 02","374.65","374.65","375.73","373.94","","-0.04%"
"1988- 06- 01","374.81","374.81","375.03","370.33","","1.21%"
"1988- 05- 31","370.34","370.34","370.40","366.53","","1.00%"
"1988- 05- 27","366.66","366.66","367.30","366.15","","-0.17%"
"1988- 05- 26","367.29","367.29","367.29","365.54","","0.43%"
"1988- 05- 25","365.73","365.73","366.37","365.14","","0.16%"
"1988- 05- 24","365.16","365.16","365.19","363.26","","0.52%"
"1988- 05- 23","363.26","363.26","366.03","362.37","","-0.76%"
"1988- 05- 20","366.03","366.03","367.26","365.69","","-0.06%"
"1988- 05- 19","366.25","366.25","367.00","362.83","","-0.20%"
"1988- 05- 18","366.99","366.99","372.32","366.38","","-1.42%"
"1988- 05- 17","372.27","372.27","376.14","372.26","","-0.29%"
"1988- 05- 16","373.35","373.35","373.40","371.99","","0.23%"
"1988- 05- 13","372.48","372.48","372.54","370.22","","0.61%"
"1988- 05- 12","370.23","370.23","370.33","369.21","","0.27%"
"1988- 05- 11","369.24","369.24","375.43","368.42","","-1.65%"
"1988- 05- 10","375.43","375.43","376.48","374.31","","-0.22%"
