"날짜","종가","시가","고가","저가","거래량","변동 %"
"2010- 10- 27","2,503.26","2,484.09","2,505.35","2,478.01","524.26M","0.24%"
"2010- 10- 26","2,497.29","2,476.51","2,503.03","2,470.12","508.85M","0.26%"
"2010- 10- 25","2,490.85","2,491.62","2,507.03","2,490.11","470.19M","0.46%"
"2010- 10- 22","2,479.39","2,461.60","2,479.39","2,459.43","427.82M","0.80%"
"2010- 10- 21","2,459.67","2,470.72","2,482.14","2,436.34","550.31M","0.09%"
"2010- 10- 20","2,457.39","2,443.20","2,469.72","2,441.07","522.29M","0.84%"
"2010- 10- 19","2,436.95","2,442.21","2,462.95","2,422.14","608.17M","-1.76%"
"2010- 10- 18","2,480.66","2,470.12","2,480.95","2,462.55","460.15M","0.48%"
"2010- 10- 15","2,468.77","2,461.70","2,468.77","2,438.03","696.23M","1.37%"
"2010- 10- 14","2,435.38","2,441.21","2,445.85","2,422.07","533.22M","-0.24%"
"2010- 10- 13","2,441.23","2,432.55","2,452.54","2,426.52","595.42M","0.96%"
"2010- 10- 12","2,417.92","2,397.70","2,421.79","2,379.39","489.58M","0.65%"
"2010- 10- 11","2,402.33","2,403.46","2,413.03","2,397.57","377.79M","0.02%"
"2010- 10- 08","2,401.91","2,384.76","2,406.67","2,370.53","493.45M","0.77%"
"2010- 10- 07","2,383.67","2,391.63","2,392.74","2,368.25","486.07M","0.13%"
"2010- 10- 06","2,380.66","2,395.16","2,399.13","2,368.43","547.52M","-0.80%"
"2010- 10- 05","2,399.83","2,368.52","2,402.42","2,366.06","591.91M","2.36%"
"2010- 10- 04","2,344.52","2,362.25","2,370.87","2,332.46","500.60M","-1.11%"
"2010- 10- 01","2,370.75","2,386.82","2,389.45","2,359.32","504.34M","0.09%"
"2010- 09- 30","2,368.62","2,390.96","2,400.06","2,354.22","697.99M","-0.33%"
"2010- 09- 29","2,376.56","2,372.37","2,382.15","2,366.19","575.39M","-0.13%"
"2010- 09- 28","2,379.59","2,373.13","2,383.67","2,339.50","585.54M","0.41%"
"2010- 09- 27","2,369.77","2,379.73","2,386.01","2,368.65","484.98M","-0.48%"
"2010- 09- 24","2,381.22","2,356.26","2,381.22","2,353.50","536.28M","2.33%"
"2010- 09- 23","2,327.08","2,316.71","2,353.79","2,316.11","516.15M","-0.32%"
"2010- 09- 22","2,334.55","2,339.91","2,355.91","2,323.55","586.26M","-0.63%"
"2010- 09- 21","2,349.35","2,355.27","2,366.76","2,341.82","583.71M","-0.28%"
"2010- 09- 20","2,355.83","2,322.80","2,358.90","2,317.89","547.99M","1.74%"
"2010- 09- 17","2,315.61","2,318.42","2,320.37","2,301.82","919.35M","0.54%"
"2010- 09- 16","2,303.25","2,297.51","2,304.95","2,288.71","496.46M","0.08%"
"2010- 09- 15","2,301.32","2,283.17","2,304.60","2,276.32","555.05M","0.50%"
"2010- 09- 14","2,289.77","2,281.31","2,302.57","2,274.57","553.84M","0.18%"
"2010- 09- 13","2,285.71","2,263.80","2,289.49","2,263.69","553.39M","1.93%"
"2010- 09- 10","2,242.48","2,239.08","2,246.60","2,229.12","455.93M","0.28%"
"2010- 09- 09","2,236.20","2,251.09","2,251.98","2,229.80","467.17M","0.33%"
"2010- 09- 08","2,228.87","2,216.07","2,237.42","2,215.90","552.02M","0.90%"
"2010- 09- 07","2,208.89","2,227.26","2,231.28","2,206.62","475.02M","-1.11%"
"2010- 09- 03","2,233.75","2,227.96","2,235.57","2,213.56","452.45M","1.53%"
"2010- 09- 02","2,200.01","2,178.99","2,200.01","2,173.71","445.62M","1.06%"
"2010- 09- 01","2,176.84","2,142.75","2,177.50","2,141.95","574.51M","2.97%"
"2010- 08- 31","2,114.03","2,109.76","2,128.90","2,101.52","647.20M","-0.28%"
"2010- 08- 30","2,119.97","2,145.76","2,154.47","2,119.93","425.38M","-1.56%"
"2010- 08- 27","2,153.63","2,134.16","2,154.99","2,099.29","574.92M","1.65%"
"2010- 08- 26","2,118.69","2,148.49","2,154.32","2,116.82","494.23M","-1.07%"
"2010- 08- 25","2,141.54","2,109.15","2,148.35","2,102.26","548.41M","0.84%"
"2010- 08- 24","2,123.76","2,131.00","2,144.20","2,113.71","588.48M","-1.66%"
"2010- 08- 23","2,159.63","2,188.34","2,200.52","2,159.44","451.39M","-0.92%"
"2010- 08- 20","2,179.76","2,172.26","2,182.67","2,159.54","558.44M","0.04%"
"2010- 08- 19","2,178.95","2,204.80","2,211.73","2,168.74","616.31M","-1.66%"
"2010- 08- 18","2,215.70","2,205.30","2,228.90","2,196.11","470.37M","0.28%"
"2010- 08- 17","2,209.44","2,197.09","2,225.08","2,193.42","495.88M","1.26%"
"2010- 08- 16","2,181.87","2,161.31","2,193.84","2,155.66","459.60M","0.39%"
"2010- 08- 13","2,173.48","2,183.09","2,190.27","2,173.48","468.63M","-0.77%"
"2010- 08- 12","2,190.27","2,164.64","2,197.97","2,163.07","594.74M","-0.83%"
"2010- 08- 11","2,208.63","2,236.93","2,236.93","2,204.94","641.70M","-3.01%"
"2010- 08- 10","2,277.17","2,280.06","2,290.51","2,261.50","567.32M","-1.24%"
"2010- 08- 09","2,305.69","2,298.81","2,309.43","2,289.03","441.72M","0.75%"
"2010- 08- 06","2,288.47","2,267.42","2,291.15","2,253.92","512.54M","-0.20%"
"2010- 08- 05","2,293.06","2,291.22","2,298.86","2,281.68","473.76M","-0.46%"
"2010- 08- 04","2,303.57","2,291.09","2,305.07","2,283.21","541.23M","0.88%"
"2010- 08- 03","2,283.52","2,291.75","2,295.03","2,272.33","515.63M","-0.52%"
"2010- 08- 02","2,295.36","2,283.32","2,299.24","2,274.27","524.82M","1.80%"
"2010- 07- 30","2,254.70","2,227.29","2,264.81","2,218.61","624.50M","0.13%"
"2010- 07- 29","2,251.69","2,279.07","2,282.94","2,228.52","669.34M","-0.57%"
"2010- 07- 28","2,264.56","2,284.62","2,292.24","2,257.76","540.55M","-1.04%"
"2010- 07- 27","2,288.25","2,306.62","2,307.60","2,280.72","567.00M","-0.36%"
"2010- 07- 26","2,296.43","2,271.62","2,296.43","2,262.96","577.81M","1.19%"
"2010- 07- 23","2,269.47","2,234.34","2,269.47","2,227.50","670.31M","1.05%"
"2010- 07- 22","2,245.89","2,216.04","2,251.42","2,216.04","630.73M","2.68%"
"2010- 07- 21","2,187.33","2,236.13","2,236.37","2,183.22","636.84M","-1.58%"
"2010- 07- 20","2,222.49","2,165.35","2,222.61","2,159.95","558.77M","1.10%"
"2010- 07- 19","2,198.23","2,185.81","2,201.29","2,171.20","470.21M","0.88%"
"2010- 07- 16","2,179.05","2,231.71","2,236.66","2,177.51","711.02M","-3.11%"
"2010- 07- 15","2,249.08","2,247.76","2,253.33","2,218.92","567.69M","-0.03%"
"2010- 07- 14","2,249.84","2,246.99","2,260.33","2,235.15","614.49M","0.35%"
"2010- 07- 13","2,242.03","2,221.25","2,248.16","2,212.97","645.59M","1.99%"
"2010- 07- 12","2,198.36","2,194.12","2,213.39","2,183.52","487.94M","0.09%"
"2010- 07- 09","2,196.45","2,174.20","2,196.95","2,170.76","450.66M","0.97%"
"2010- 07- 08","2,175.40","2,174.96","2,181.30","2,150.19","585.53M","0.74%"
"2010- 07- 07","2,159.47","2,099.66","2,159.79","2,098.11","627.45M","3.13%"
"2010- 07- 06","2,093.88","2,122.28","2,136.30","2,077.77","632.38M","0.10%"
"2010- 07- 02","2,091.79","2,105.50","2,110.66","2,077.71","492.51M","-0.46%"
"2010- 07- 01","2,101.36","2,110.75","2,117.94","2,061.14","739.37M","-0.37%"
"2010- 06- 30","2,109.24","2,134.03","2,153.36","2,105.26","650.56M","-1.21%"
"2010- 06- 29","2,135.18","2,183.92","2,185.30","2,122.67","814.46M","-3.85%"
"2010- 06- 28","2,220.65","2,227.43","2,241.64","2,208.37","494.23M","-0.13%"
"2010- 06- 25","2,223.48","2,224.73","2,240.88","2,205.92","1.74B","0.27%"
"2010- 06- 24","2,217.42","2,246.20","2,247.42","2,213.50","576.45M","-1.63%"
"2010- 06- 23","2,254.23","2,264.41","2,271.74","2,236.99","511.84M","-0.33%"
"2010- 06- 22","2,261.80","2,296.83","2,313.72","2,259.59","526.15M","-1.19%"
"2010- 06- 21","2,289.09","2,341.11","2,341.11","2,277.73","503.81M","-0.90%"
"2010- 06- 18","2,309.80","2,308.94","2,321.99","2,301.48","782.92M","0.11%"
"2010- 06- 17","2,307.16","2,316.59","2,318.27","2,288.59","471.31M","0.05%"
"2010- 06- 16","2,305.93","2,293.56","2,317.75","2,290.26","499.15M","0.00%"
"2010- 06- 15","2,305.88","2,256.48","2,307.98","2,256.44","582.19M","2.76%"
"2010- 06- 14","2,243.96","2,263.66","2,278.96","2,242.00","495.94M","0.02%"
"2010- 06- 11","2,243.60","2,199.40","2,243.60","2,196.91","479.99M","1.12%"
"2010- 06- 10","2,218.71","2,188.71","2,219.65","2,185.98","599.25M","2.77%"
"2010- 06- 09","2,158.85","2,184.78","2,208.65","2,152.67","624.76M","-0.54%"
"2010- 06- 08","2,170.57","2,176.07","2,183.10","2,139.46","732.98M","-0.15%"
"2010- 06- 07","2,173.90","2,226.60","2,232.89","2,172.25","611.15M","-2.04%"
"2010- 06- 04","2,219.17","2,257.05","2,278.58","2,212.30","651.22M","-3.64%"
"2010- 06- 03","2,303.03","2,285.76","2,307.47","2,274.88","585.15M","0.96%"
"2010- 06- 02","2,281.07","2,234.59","2,281.07","2,221.07","624.62M","2.64%"
"2010- 06- 01","2,222.33","2,244.79","2,277.39","2,220.89","605.06M","-1.54%"
"2010- 05- 28","2,257.04","2,275.19","2,277.10","2,241.52","650.22M","-0.91%"
"2010- 05- 27","2,277.68","2,244.82","2,278.37","2,239.72","645.62M","3.73%"
"2010- 05- 26","2,195.88","2,226.24","2,257.33","2,190.44","1.03B","-0.68%"
"2010- 05- 25","2,210.95","2,157.45","2,211.94","2,140.53","804.04M","-0.12%"
"2010- 05- 24","2,213.55","2,220.60","2,244.67","2,212.37","564.86M","-0.69%"
"2010- 05- 21","2,229.04","2,169.58","2,243.00","2,165.79","1.04B","1.14%"
"2010- 05- 20","2,204.01","2,245.56","2,253.04","2,203.50","946.92M","-4.11%"
"2010- 05- 19","2,298.37","2,307.78","2,324.99","2,270.62","712.80M","-0.82%"
"2010- 05- 18","2,317.26","2,372.84","2,374.91","2,309.22","660.30M","-1.57%"
"2010- 05- 17","2,354.23","2,352.77","2,364.65","2,304.28","634.64M","0.31%"
"2010- 05- 14","2,346.85","2,373.88","2,374.53","2,323.63","669.62M","-1.98%"
"2010- 05- 13","2,394.36","2,416.36","2,434.29","2,387.59","599.85M","-1.26%"
"2010- 05- 12","2,425.02","2,388.64","2,426.47","2,384.69","599.38M","2.09%"
"2010- 05- 11","2,375.31","2,347.70","2,405.26","2,345.50","662.00M","0.03%"
"2010- 05- 10","2,374.67","2,365.97","2,379.87","2,349.40","790.24M","4.81%"
"2010- 05- 07","2,265.64","2,308.71","2,330.65","2,228.06","1.18B","-2.33%"
"2010- 05- 06","2,319.64","2,391.21","2,407.79","2,185.75","1.21B","-3.44%"
"2010- 05- 05","2,402.29","2,395.21","2,421.05","2,382.07","768.30M","-0.91%"
"2010- 05- 04","2,424.25","2,465.55","2,465.55","2,411.28","774.96M","-2.98%"
"2010- 05- 03","2,498.74","2,472.32","2,503.00","2,472.32","600.74M","1.53%"
"2010- 04- 30","2,461.19","2,509.99","2,514.37","2,461.09","782.21M","-2.02%"
"2010- 04- 29","2,511.92","2,487.33","2,513.69","2,483.50","799.05M","1.63%"
"2010- 04- 28","2,471.73","2,483.03","2,484.15","2,456.63","732.76M","0.01%"
"2010- 04- 27","2,471.47","2,512.58","2,525.70","2,466.53","745.94M","-2.04%"
"2010- 04- 26","2,522.95","2,529.85","2,535.28","2,521.51","616.03M","-0.28%"
"2010- 04- 23","2,530.15","2,514.85","2,530.15","2,507.60","636.21M","0.44%"
"2010- 04- 22","2,519.07","2,483.52","2,521.02","2,468.26","730.12M","0.58%"
"2010- 04- 21","2,504.61","2,506.61","2,510.50","2,490.19","712.04M","0.17%"
"2010- 04- 20","2,500.31","2,492.72","2,501.25","2,480.70","544.72M","0.81%"
"2010- 04- 19","2,480.11","2,477.80","2,487.67","2,451.72","559.15M","-0.05%"
"2010- 04- 16","2,481.26","2,505.38","2,510.06","2,467.68","836.01M","-1.37%"
"2010- 04- 15","2,515.69","2,503.41","2,517.82","2,502.51","673.13M","0.43%"
"2010- 04- 14","2,504.86","2,481.80","2,504.86","2,480.43","744.13M","1.58%"
"2010- 04- 13","2,465.99","2,454.95","2,467.94","2,445.26","619.84M","0.33%"
"2010- 04- 12","2,457.87","2,455.40","2,463.17","2,450.15","527.78M","0.16%"
"2010- 04- 09","2,454.05","2,441.31","2,454.12","2,432.93","525.58M","0.71%"
"2010- 04- 08","2,436.81","2,423.99","2,441.12","2,413.74","589.57M","0.23%"
"2010- 04- 07","2,431.16","2,433.10","2,442.27","2,418.73","669.23M","-0.23%"
"2010- 04- 06","2,436.81","2,420.33","2,443.50","2,417.77","529.60M","0.30%"
"2010- 04- 05","2,429.53","2,409.48","2,429.61","2,403.88","501.68M","1.12%"
"2010- 04- 01","2,402.58","2,411.68","2,423.43","2,383.77","581.66M","0.19%"
"2010- 03- 31","2,397.96","2,402.98","2,415.44","2,395.34","681.27M","-0.53%"
"2010- 03- 30","2,410.69","2,406.69","2,417.36","2,395.80","575.61M","0.26%"
"2010- 03- 29","2,404.36","2,403.77","2,411.18","2,398.40","491.00M","0.39%"
"2010- 03- 26","2,395.13","2,406.73","2,412.92","2,384.69","588.65M","-0.10%"
"2010- 03- 25","2,397.41","2,415.24","2,432.25","2,397.36","661.03M","-0.06%"
"2010- 03- 24","2,398.76","2,406.72","2,408.64","2,396.92","588.06M","-0.68%"
"2010- 03- 23","2,415.24","2,397.90","2,416.51","2,390.04","584.30M","0.83%"
"2010- 03- 22","2,395.40","2,360.35","2,401.21","2,358.00","603.43M","0.88%"
"2010- 03- 19","2,374.41","2,391.20","2,396.92","2,364.53","1.09B","-0.71%"
"2010- 03- 18","2,391.28","2,387.54","2,393.87","2,383.26","544.11M","0.09%"
"2010- 03- 17","2,389.09","2,381.65","2,400.09","2,381.47","581.55M","0.47%"
"2010- 03- 16","2,378.01","2,367.32","2,378.84","2,360.67","574.65M","0.67%"
"2010- 03- 15","2,362.21","2,361.92","2,367.40","2,345.99","529.84M","-0.23%"
"2010- 03- 12","2,367.66","2,376.07","2,376.28","2,358.08","547.56M","-0.03%"
"2010- 03- 11","2,368.46","2,351.11","2,368.46","2,347.53","580.47M","0.40%"
"2010- 03- 10","2,358.95","2,340.95","2,361.66","2,340.69","667.97M","0.78%"
"2010- 03- 09","2,340.68","2,325.78","2,353.07","2,325.74","680.19M","0.36%"
"2010- 03- 08","2,332.21","2,326.25","2,335.43","2,326.11","574.70M","0.25%"
"2010- 03- 05","2,326.35","2,304.01","2,327.03","2,301.10","631.26M","1.48%"
"2010- 03- 04","2,292.31","2,282.57","2,293.16","2,273.63","575.82M","0.51%"
"2010- 03- 03","2,280.68","2,284.82","2,293.32","2,275.25","667.11M","0.00%"
"2010- 03- 02","2,280.79","2,279.07","2,292.49","2,275.35","761.75M","0.32%"
"2010- 03- 01","2,273.57","2,247.40","2,274.02","2,247.33","658.99M","1.58%"
"2010- 02- 26","2,238.26","2,234.44","2,242.83","2,222.23","685.21M","0.18%"
"2010- 02- 25","2,234.22","2,208.62","2,236.21","2,198.73","622.71M","-0.08%"
"2010- 02- 24","2,235.90","2,222.40","2,241.69","2,221.28","596.22M","1.01%"
"2010- 02- 23","2,213.44","2,238.01","2,239.80","2,205.70","647.22M","-1.28%"
"2010- 02- 22","2,242.03","2,250.92","2,251.68","2,235.65","530.46M","-0.08%"
"2010- 02- 19","2,243.87","2,233.33","2,249.80","2,228.93","625.30M","0.10%"
"2010- 02- 18","2,241.71","2,223.22","2,243.50","2,221.14","552.21M","0.69%"
"2010- 02- 17","2,226.29","2,222.87","2,226.32","2,212.78","547.43M","0.55%"
"2010- 02- 16","2,214.19","2,200.38","2,214.19","2,189.18","559.68M","1.40%"
"2010- 02- 12","2,183.53","2,157.69","2,184.57","2,151.99","696.17M","0.28%"
"2010- 02- 11","2,177.41","2,145.09","2,179.54","2,134.14","598.66M","1.38%"
"2010- 02- 10","2,147.87","2,147.46","2,156.36","2,131.08","590.40M","-0.14%"
"2010- 02- 09","2,150.87","2,153.10","2,166.16","2,132.58","662.58M","1.17%"
"2010- 02- 08","2,126.05","2,140.10","2,152.64","2,125.11","606.27M","-0.70%"
"2010- 02- 05","2,141.12","2,131.92","2,142.27","2,100.17","822.61M","0.74%"
"2010- 02- 04","2,125.43","2,176.39","2,178.25","2,125.43","813.07M","-2.99%"
"2010- 02- 03","2,190.91","2,181.01","2,194.53","2,176.75","676.19M","0.04%"
"2010- 02- 02","2,190.06","2,171.66","2,193.66","2,161.47","720.07M","0.87%"
"2010- 02- 01","2,171.20","2,155.81","2,171.20","2,152.26","631.69M","1.11%"
"2010- 01- 29","2,147.35","2,198.26","2,202.84","2,140.34","918.05M","-1.45%"
"2010- 01- 28","2,179.00","2,220.31","2,220.87","2,166.90","829.36M","-1.91%"
"2010- 01- 27","2,221.41","2,200.30","2,225.67","2,192.59","727.06M","0.80%"
"2010- 01- 26","2,203.73","2,203.44","2,227.89","2,195.44","673.68M","-0.32%"
"2010- 01- 25","2,210.80","2,220.29","2,223.22","2,201.17","597.78M","0.25%"
"2010- 01- 22","2,205.29","2,255.76","2,262.27","2,200.37","797.19M","-2.67%"
"2010- 01- 21","2,265.70","2,298.23","2,308.98","2,259.82","790.77M","-1.12%"
"2010- 01- 20","2,291.25","2,304.31","2,304.47","2,268.68","657.47M","-1.26%"
"2010- 01- 19","2,320.40","2,291.02","2,320.40","2,290.68","573.97M","1.42%"
"2010- 01- 15","2,287.99","2,316.98","2,322.54","2,279.20","819.10M","-1.24%"
"2010- 01- 14","2,316.74","2,303.31","2,322.56","2,303.29","617.56M","0.38%"
"2010- 01- 13","2,307.90","2,289.46","2,313.03","2,274.12","614.78M","1.12%"
"2010- 01- 12","2,282.31","2,297.28","2,298.85","2,272.70","631.34M","-1.30%"
"2010- 01- 11","2,312.41","2,324.78","2,326.28","2,302.21","546.09M","-0.21%"
"2010- 01- 08","2,317.17","2,292.24","2,317.60","2,290.61","580.24M","0.74%"
"2010- 01- 07","2,300.05","2,298.09","2,301.30","2,285.22","623.54M","-0.05%"
"2010- 01- 06","2,301.09","2,307.71","2,314.07","2,295.68","609.15M","-0.33%"
"2010- 01- 05","2,308.71","2,307.27","2,313.73","2,295.62","630.43M","0.01%"
"2010- 01- 04","2,308.42","2,294.41","2,311.15","2,294.41","537.70M","1.73%"
"2009- 12- 31","2,269.15","2,292.92","2,293.59","2,269.11","358.63M","-0.97%"
"2009- 12- 30","2,291.28","2,284.56","2,293.02","2,280.16","369.16M","0.13%"
"2009- 12- 29","2,288.40","2,293.94","2,294.75","2,286.57","312.40M","-0.12%"
"2009- 12- 28","2,291.08","2,290.04","2,295.80","2,280.56","320.26M","0.24%"
"2009- 12- 24","2,285.69","2,273.95","2,285.89","2,273.40","169.83M","0.71%"
"2009- 12- 23","2,269.64","2,257.21","2,271.33","2,253.67","409.01M","0.75%"
"2009- 12- 22","2,252.67","2,242.61","2,253.73","2,241.33","469.96M","0.67%"
"2009- 12- 21","2,237.66","2,224.04","2,242.22","2,224.04","490.06M","1.17%"
"2009- 12- 18","2,211.69","2,197.57","2,213.18","2,190.69","1.27B","1.45%"
"2009- 12- 17","2,180.05","2,193.50","2,198.51","2,178.05","547.68M","-1.22%"
"2009- 12- 16","2,206.91","2,210.35","2,220.46","2,203.33","553.36M","0.27%"
"2009- 12- 15","2,201.05","2,203.54","2,217.63","2,197.76","555.72M","-0.50%"
"2009- 12- 14","2,212.10","2,202.31","2,212.56","2,193.20","508.13M","0.99%"
"2009- 12- 11","2,190.31","2,200.96","2,202.40","2,179.51","485.32M","-0.03%"
"2009- 12- 10","2,190.86","2,194.90","2,202.84","2,187.08","531.18M","0.33%"
"2009- 12- 09","2,183.73","2,170.02","2,185.70","2,155.96","550.10M","0.49%"
"2009- 12- 08","2,172.99","2,174.72","2,187.19","2,160.43","578.51M","-0.76%"
"2009- 12- 07","2,189.61","2,191.35","2,201.42","2,183.13","530.18M","-0.22%"
"2009- 12- 04","2,194.35","2,203.75","2,214.39","2,169.66","700.40M","0.98%"
"2009- 12- 03","2,173.14","2,190.42","2,203.75","2,172.04","572.73M","-0.54%"
"2009- 12- 02","2,185.03","2,178.51","2,198.55","2,177.82","591.12M","0.42%"
"2009- 12- 01","2,175.81","2,162.23","2,182.24","2,162.23","656.70M","1.46%"
"2009- 11- 30","2,144.60","2,135.93","2,146.93","2,120.70","694.00M","0.29%"
"2009- 11- 27","2,138.44","2,115.96","2,155.41","2,113.99","338.70M","-1.73%"
"2009- 11- 25","2,176.05","2,174.00","2,178.62","2,170.06","394.86M","0.32%"
"2009- 11- 24","2,169.18","2,174.69","2,175.15","2,155.22","550.65M","-0.31%"
"2009- 11- 23","2,176.01","2,168.95","2,189.50","2,168.77","556.34M","1.40%"
"2009- 11- 20","2,146.04","2,145.07","2,150.08","2,137.06","635.48M","-0.50%"
"2009- 11- 19","2,156.82","2,176.37","2,176.51","2,141.59","683.26M","-1.66%"
"2009- 11- 18","2,193.14","2,199.87","2,200.15","2,180.17","566.66M","-0.48%"
"2009- 11- 17","2,203.78","2,190.12","2,203.78","2,185.55","564.24M","0.27%"
"2009- 11- 16","2,197.85","2,177.31","2,205.32","2,177.00","634.43M","1.38%"
"2009- 11- 13","2,167.88","2,156.68","2,172.05","2,145.92","557.64M","0.88%"
"2009- 11- 12","2,149.02","2,166.98","2,179.19","2,145.83","673.04M","-0.83%"
"2009- 11- 11","2,166.90","2,166.53","2,177.91","2,155.25","575.83M","0.74%"
"2009- 11- 10","2,151.08","2,147.24","2,160.64","2,141.27","612.67M","-0.14%"
"2009- 11- 09","2,154.06","2,128.46","2,154.06","2,128.15","601.40M","1.97%"
"2009- 11- 06","2,112.44","2,089.49","2,117.62","2,088.24","559.09M","0.34%"
"2009- 11- 05","2,105.32","2,078.83","2,105.32","2,075.61","673.61M","2.42%"
"2009- 11- 04","2,055.52","2,067.56","2,081.10","2,053.00","683.02M","-0.09%"
"2009- 11- 03","2,057.32","2,034.09","2,057.32","2,031.25","685.67M","0.40%"
"2009- 11- 02","2,049.20","2,047.42","2,069.49","2,024.27","735.52M","0.20%"
"2009- 10- 30","2,045.11","2,091.56","2,095.09","2,040.21","873.90M","-2.50%"
"2009- 10- 29","2,097.55","2,077.04","2,101.33","2,071.30","722.13M","1.84%"
"2009- 10- 28","2,059.61","2,103.36","2,111.84","2,057.40","852.27M","-2.67%"
"2009- 10- 27","2,116.09","2,144.15","2,148.88","2,110.91","739.94M","-1.20%"
"2009- 10- 26","2,141.85","2,158.81","2,183.61","2,136.92","700.30M","-0.59%"
"2009- 10- 23","2,154.47","2,186.64","2,190.48","2,149.35","763.27M","-0.50%"
"2009- 10- 22","2,165.29","2,146.72","2,169.17","2,130.70","712.90M","0.68%"
"2009- 10- 21","2,150.73","2,160.78","2,190.64","2,148.41","780.67M","-0.59%"
"2009- 10- 20","2,163.47","2,180.43","2,181.16","2,151.77","641.91M","-0.59%"
"2009- 10- 19","2,176.32","2,162.41","2,180.11","2,150.42","573.19M","0.91%"
"2009- 10- 16","2,156.80","2,164.73","2,164.73","2,142.88","698.20M","-0.76%"
"2009- 10- 15","2,173.29","2,164.33","2,173.29","2,158.29","653.29M","0.05%"
"2009- 10- 14","2,172.23","2,165.83","2,173.95","2,157.48","699.93M","1.51%"
